Continent,Name
Europe,TÃ¢rgu Mures
Europe,Armavir
Europe,OsnabrÃ¼ck
Europe,AlcalÃ¡ de Henares
Europe,Ljubertsy
Europe,Ludwigshafen am Rhein
Europe,Burgos
Europe,Rubtsovsk
Europe,RzeszÃ³w
Europe,Bournemouth
Europe,KertÅ¡
Europe,Livorno
Europe,Aalborg
Europe,Leverkusen
Europe,Toulon
Europe,Breda
Europe,Kovrov
Europe,Ruda Slaska
Europe,Salamanca
Europe,Szeged
Europe,Nahodka
Europe,PÃ©cs
Europe,Ussurijsk
Europe,Salavat
Europe,Perugia
Europe,Brighton
Europe,Peterborough
Europe,MytiÅ¡tÅ¡i
Europe,PriÅ¡tina
Europe,Foggia
Europe,Oldenburg
Europe,Apeldoorn
Europe,Balti
Europe,Patras
Europe,Grenoble
Europe,Nijmegen
Europe,Angers
Europe,Blackpool
Europe,Borisov
Europe,Kolomna
Europe,Trondheim
Europe,Dijon
Europe,Neuss
Europe,Baia Mare
Europe,Brest
Europe,Enschede
Europe,Nikopol
Europe,Haarlem
Europe,Buzau
Europe,Reading
Europe,Stara Zagora
Europe,Albacete
Europe,Kragujevac
Europe,Elektrostal
Europe,Dundee
Europe,Å iauliai
Europe,West Bromwich
Europe,Le Mans
Europe,Oldbury/Smethwick (Warley)
Europe,Getafe
Europe,Middlesbrough
Europe,Rybnik
Europe,Salzburg
Europe,Oxford
Europe,Huddersfield
Europe,Reggio nellÂ´ Emilia
Europe,Banja Luka
Europe,Almere
Europe,CÃ¡diz
Europe,Murom
Europe,Salerno
Europe,AlcorcÃ³n
Europe,Kolpino
Europe,Poole
Europe,Norilsk
Europe,Almetjevsk
Europe,Huelva
Europe,Blackburn
Europe,LeÃ³n
Europe,CastellÃ³n de la Plana [Castell
Europe,Heidelberg
Europe,Bolton
Europe,Newport
Europe,Ravenna
Europe,Novomoskovsk
Europe,Arnhem
Europe,Darmstadt
Europe,Paderborn
Europe,Peristerion
Europe,Clermont-Ferrand
Europe,Dimitrovgrad
Europe,Walbrzych
Europe,Badajoz
Europe,Pervouralsk
Europe,Zaanstad
Europe,Amiens
Europe,Preston
Europe,Podgorica
Europe,Aix-en-Provence
Europe,Limoges
Europe,Bruxelles [Brussel]
Europe,Himki
Europe,Panevezys
Europe,NÃ®mes
Europe,Tychy
Europe,LinkÃ¶ping
Europe,BalaÅ¡iha
Europe,Tours
Europe,Stockport
Europe,Nevinnomyssk
Europe,Pjatigorsk
Europe,Korolev
Europe,Ferrara
Europe,Serpuhov
Europe,Rimini
Europe,Dabrowa GÃ³rnicza
Europe,Plock
Europe,Satu Mare
Europe,Berdjansk
Europe,Pinsk
Europe,Elblag
Europe,Opole
Europe,Â´s-Hertogenbosch
Europe,Potsdam
Europe,Botosani
Europe,[San CristÃ³bal de] la Laguna
Europe,Odintsovo
Europe,WÃ¼rzburg
Europe,Cork
Europe,GyÃ¶r
Europe,LogroÃ±o
Europe,Pavlograd
Europe,Sjeverodonetsk
Europe,Slovjansk
Europe,Uzgorod
Europe,VÃ¤sterÃ¥s
Europe,Syrakusa
Europe,Amersfoort
Europe,GorzÃ³w Wielkopolski
Europe,Bender (TÃ®ghina)
Europe,Regensburg
Europe,Piatra Neamt
Europe,Recklinghausen
Europe,Orehovo-Zujevo
Europe,GÃ¶ttingen
Europe,KamyÅ¡in
Europe,Villeurbanne
Europe,Ã–rebro
Europe,Norwich
Europe,OrÅ¡a
Europe,Metz
Europe,NovotÅ¡eboksarsk
Europe,Wloclawek
Europe,Bremerhaven
Europe,Bern
Europe,NorrkÃ¶ping
Europe,Amadora
Europe,Maastricht
Europe,Wolfsburg
Europe,Pleven
Europe,ChorzÃ³w
Europe,TÅ¡erkessk
Europe,AtÅ¡insk
Europe,TarnÃ³w
Europe,Rotherham
Europe,Bottrop
Europe,Cambridge
Europe,Magadan
Europe,Sassari
Europe,Santa Coloma de Gramenet
Europe,Oulu
Europe,MitÅ¡urinsk
Europe,Kislovodsk
Europe,Remscheid
Europe,Dordrecht
Europe,RÃ¢mnicu VÃ¢lcea
Europe,Heilbronn
Europe,Monza
Europe,Jelets
Europe,AltÅ¡evsk
Europe,Seversk
Europe,Suceava
Europe,Zielona GÃ³ra
Europe,Drobeta-Turnu Severin
Europe,Bergamo
Europe,Helsingborg
Europe,BesanÃ§on
Europe,Pforzheim
Europe,Noginsk
Europe,Leiden
Europe,JÃ¶nkÃ¶ping
Europe,Offenbach am Main
Europe,Velikije Luki
Europe,Brugge
Europe,NovokuibyÅ¡evsk
Europe,Herakleion
Europe,Ulm
Europe,LysytÅ¡ansk
Europe,Neftekamsk
Europe,Pescara
Europe,Maribor
Europe,Daugavpils
Europe,Ingolstadt
Europe,Gera
Europe,Lausanne
Europe,Kallithea
Europe,Latina
Europe,Ipswich
Europe,Caen
Europe,Leninsk-Kuznetski
Europe,OrlÃ©ans
Europe,Larisa
Europe,Watford
Europe,Tarragona
Europe,Salzgitter
Europe,NyiregyhÃ¡za
Europe,Koszalin
Europe,Lleida (LÃ©rida)
Europe,Slough
Europe,Jevpatorija
Europe,Innsbruck
Europe,Oktjabrski
Europe,Sergijev Posad
Europe,Exeter
Europe,Cottbus
Europe,Haarlemmermeer
Europe,Arzamas
Europe,Mulhouse
Europe,Reutlingen
Europe,Zoetermeer
Europe,Mozyr
Europe,Kiseljovsk
Europe,FÃ¼rth
Europe,Vicenza
Europe,Novotroitsk
Europe,Legnica
Europe,JaÃ©n
Europe,Siegen
Europe,ReykjavÃ­k
Europe,Ourense (Orense)
Europe,Kamjanets-Podilskyi
Europe,Stavanger
Europe,Obninsk
Europe,Koblenz
Europe,Terni
Europe,ForlÃ¬
Europe,Kansk
Europe,Gloucester
Europe,Moers
Europe,Kalisz
Europe,Rouen
Europe,Boulogne-Billancourt
Europe,Glazov
Europe,Saint Helens
Europe,Bergisch Gladbach
Europe,Sutton Coldfield
Europe,Cheltenham
Europe,Novopolotsk
Europe,Solikamsk
Europe,Emmen
Europe,Zwolle
Europe,Sarapul
Europe,Schaerbeek
Europe,KecskemÃ©t
Europe,Sliven
Europe,Namur
Europe,Ust-Ilimsk
Europe,SzÃ©kesfehÃ©rvÃ¡r
Europe,Perpignan
Europe,Jenakijeve
Europe,Trento
Europe,Å tÅ¡olkovo
Europe,Osijek
Europe,UmeÃ¥
Europe,York
Europe,MezduretÅ¡ensk
Europe,Zwickau
Europe,MatarÃ³
Europe,Hildesheim
Europe,Oldham
Europe,Nancy
Europe,Usolje-Sibirskoje
Europe,Witten
Europe,Elista
Europe,Algeciras
Europe,Schwerin
Europe,Olomouc
Europe,Grudziadz
Europe,Slupsk
Europe,Jastrzebie-ZdrÃ³j
Europe,Novara
Europe,NovoÅ¡ahtinsk
Europe,Votkinsk
Europe,Ede
Europe,BÃ¦rum
Europe,Tartu
Europe,Marbella
Europe,Kyzyl
Europe,Krasnyi LutÅ¡
Europe,Stahanov
Europe,Lida
Europe,Soligorsk
Europe,Basildon
Europe,Erlangen
Europe,Serov
Europe,Dobric
Europe,Subotica
Europe,Zelenodolsk
Europe,Zeleznodoroznyi
Europe,Kaiserslautern
Europe,Worthing
Europe,KineÅ¡ma
Europe,Trier
Europe,Jena
Europe,Iserlohn
Europe,Liberec
Europe,Oleksandrija
Europe,TÃ¢rgoviste
Europe,Focsani
Europe,Lund
Europe,TÃ¢rgu Jiu
Europe,Piacenza
Europe,Ancona
Europe,Barakaldo
Europe,Lecce
Europe,Kuznetsk
Europe,CeskÃ© Budejovice
Europe,Hradec KrÃ¡lovÃ©
Europe,Uhta
Europe,Jaworzno
Europe,Jessentuki
Europe,Tobolsk
Europe,Chelmsford
Europe,Neftejugansk
Europe,Bataisk
Europe,Nojabrsk
Europe,Bolzano
Europe,BalaÅ¡ov
Europe,Crawley
Europe,MolodetÅ¡no
Europe,Roubaix
Europe,Lahti
Europe,Zeleznogorsk
Europe,BorÃ¥s
Europe,Catanzaro
Europe,Zukovski
Europe,Tulcea
Europe,CoÃ­mbra
Europe,Anzero-Sudzensk
Europe,Colchester
Europe,Zenica
Europe,Konotop
Europe,La Spezia
Europe,ÃšstÃ­ nad Labem
Europe,Delft
Europe,Heerlen
Europe,GÃ¼tersloh
Europe,Worcester
Europe,Kostjantynivka
Europe,Udine
Europe,Å umen
Europe,Dos Hermanas
Europe,Solihull
Europe,Torre del Greco
Europe,Andria
Europe,Rochdale
Europe,Bugulma
Europe,Zeleznogorsk
Europe,PreÅ¡ov
Europe,Resita
Europe,Argenteuil
Europe,Jelenia GÃ³ra
Europe,Santiago de Compostela
Europe,Marl
Europe,Tourcoing
Europe,Brindisi
Europe,Novouralsk
Europe,Giugliano in Campania
Europe,Sundsvall
Europe,Birkenhead
Europe,PuÅ¡kin
Europe,Alkmaar
Europe,Vorkuta
Europe,Pisa
Europe,Prizren
Europe,Derbent
Europe,TorrejÃ³n de Ardoz
Europe,LÃ¼nen
Europe,Gillingham
Europe,Hartlepool
Europe,Woking/Byfleet
Europe,Barletta
Europe,Arezzo
Europe,Kirovo-TÅ¡epetsk
Europe,Pardubice
Europe,Klagenfurt
Europe,DÃ¼ren
Europe,Halifax
Europe,Krasnogorsk
Europe,Southport
Europe,Ratingen
Europe,Mons
Europe,Maidstone
Europe,GÃ¤vle
Europe,Montreuil
Europe,Braga
Europe,Frederiksberg
Europe,Alessandria
Europe,Eastbourne
Europe,BerdytÅ¡iv
Europe,Izmajil
Europe,Å ostka
Europe,Uman
Europe,Klin
Europe,TÅ¡aikovski
Europe,Velbert
Europe,Cesena
Europe,Novyi Urengoi
Europe,Esslingen am Neckar
Europe,Liepaja
Europe,Grimsby
Europe,Brovary
Europe,MukatÅ¡eve
Europe,Pesaro
Europe,Luxembourg [Luxemburg/LÃ«tzebuerg]
Europe,Saint Helier
Europe,Gibraltar
Europe,Douglas
Europe,Birkirkara
Europe,Andorra la Vella
Europe,TÃ³rshavn
Europe,Monte-Carlo
Europe,Valletta
Europe,Schaan
Europe,Vaduz
Europe,Serravalle
Europe,San Marino
Europe,Longyearbyen
Europe,Monaco-Ville
Europe,CittÃ  del Vaticano
